Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
China,1990,Total,Female,10 - 14,Census - de facto - complete tabulation,"Final figure, complete",1993,47043099,"1,5"
China,1990,Total,Female,11,Census - de facto - complete tabulation,"Final figure, complete",1993,9335618,"1,5"
China,1990,Total,Female,12,Census - de facto - complete tabulation,"Final figure, complete",1993,9137476,"1,5"
China,1990,Total,Female,13,Census - de facto - complete tabulation,"Final figure, complete",1993,9379302,"1,5"
China,1990,Total,Female,14,Census - de facto - complete tabulation,"Final figure, complete",1993,9922939,"1,5"
China,1990,Total,Female,15,Census - de facto - complete tabulation,"Final figure, complete",1993,10520164,1
China,1990,Total,Female,15 - 19,Census - de facto - complete tabulation,"Final figure, complete",1993,58507832,"1,5"
China,1990,Total,Female,16,Census - de facto - complete tabulation,"Final figure, complete",1993,11443691,"1,5"
China,1990,Total,Female,17,Census - de facto - complete tabulation,"Final figure, complete",1993,11955254,"1,5"
China,1990,Total,Female,18,Census - de facto - complete tabulation,"Final figure, complete",1993,11928154,"1,5"
China,1990,Total,Female,19,Census - de facto - complete tabulation,"Final figure, complete",1993,12660569,"1,5"
China,1990,Total,Female,20,Census - de facto - complete tabulation,"Final figure, complete",1993,12844729,1
China,1990,Total,Female,20 - 24,Census - de facto - complete tabulation,"Final figure, complete",1993,61528151,"1,5"
China,1990,Total,Female,21,Census - de facto - complete tabulation,"Final figure, complete",1993,13335020,"1,5"
China,1990,Total,Female,22,Census - de facto - complete tabulation,"Final figure, complete",1993,11965751,"1,5"
China,1990,Total,Female,23,Census - de facto - complete tabulation,"Final figure, complete",1993,11132124,"1,5"
China,1990,Total,Female,24,Census - de facto - complete tabulation,"Final figure, complete",1993,12250527,"1,5"
China,1990,Total,Female,25,Census - de facto - complete tabulation,"Final figure, complete",1993,11926749,"1,5"
China,1990,Total,Female,25 - 29,Census - de facto - complete tabulation,"Final figure, complete",1993,50754542,"1,5"
China,1990,Total,Female,26,Census - de facto - complete tabulation,"Final figure, complete",1993,12328474,"1,5"
China,1990,Total,Female,27,Census - de facto - complete tabulation,"Final figure, complete",1993,13060283,"1,5"
China,1990,Total,Female,28,Census - de facto - complete tabulation,"Final figure, complete",1993,7783117,"1,5"
China,1990,Total,Female,29,Census - de facto - complete tabulation,"Final figure, complete",1993,5655919,"1,5"
China,1990,Total,Female,30,Census - de facto - complete tabulation,"Final figure, complete",1993,6923442,"1,5"
China,1990,Total,Female,30 - 34,Census - de facto - complete tabulation,"Final figure, complete",1993,40169574,"1,5"
China,1990,Total,Female,31,Census - de facto - complete tabulation,"Final figure, complete",1993,6843038,"1,5"
China,1990,Total,Female,32,Census - de facto - complete tabulation,"Final figure, complete",1993,9053122,"1,5"
China,1990,Total,Female,33,Census - de facto - complete tabulation,"Final figure, complete",1993,8821542,"1,5"
China,1990,Total,Female,34,Census - de facto - complete tabulation,"Final figure, complete",1993,8528430,"1,5"
China,1990,Total,Female,35,Census - de facto - complete tabulation,"Final figure, complete",1993,9325690,"1,5"
China,1990,Total,Female,35 - 39,Census - de facto - complete tabulation,"Final figure, complete",1993,41782965,"1,5"
China,1990,Total,Female,36,Census - de facto - complete tabulation,"Final figure, complete",1993,8878360,"1,5"
China,1990,Total,Female,37,Census - de facto - complete tabulation,"Final figure, complete",1993,8355542,"1,5"
China,1990,Total,Female,38,Census - de facto - complete tabulation,"Final figure, complete",1993,8182775,"1,5"
China,1990,Total,Female,39,Census - de facto - complete tabulation,"Final figure, complete",1993,7040598,"1,5"
China,1990,Total,Female,40,Census - de facto - complete tabulation,"Final figure, complete",1993,7299389,"1,5"
China,1990,Total,Female,40 - 44,Census - de facto - complete tabulation,"Final figure, complete",1993,30371687,"1,5"
China,1990,Total,Female,41,Census - de facto - complete tabulation,"Final figure, complete",1993,6205339,"1,5"
China,1990,Total,Female,42,Census - de facto - complete tabulation,"Final figure, complete",1993,5896378,"1,5"
China,1990,Total,Female,43,Census - de facto - complete tabulation,"Final figure, complete",1993,5686196,"1,5"
China,1990,Total,Female,44,Census - de facto - complete tabulation,"Final figure, complete",1993,5284385,"1,5"
China,1990,Total,Female,45,Census - de facto - complete tabulation,"Final figure, complete",1993,4983328,"1,5"
China,1990,Total,Female,45 - 49,Census - de facto - complete tabulation,"Final figure, complete",1993,23232041,"1,5"
China,1990,Total,Female,46,Census - de facto - complete tabulation,"Final figure, complete",1993,4702941,"1,5"
China,1990,Total,Female,47,Census - de facto - complete tabulation,"Final figure, complete",1993,4462839,"1,5"
China,1990,Total,Female,48,Census - de facto - complete tabulation,"Final figure, complete",1993,4581520,"1,5"
China,1990,Total,Female,49,Census - de facto - complete tabulation,"Final figure, complete",1993,4501413,"1,5"
China,1990,Total,Female,50,Census - de facto - complete tabulation,"Final figure, complete",1993,4372725,"1,5"
China,1990,Total,Female,50 - 54,Census - de facto - complete tabulation,"Final figure, complete",1993,21509204,"1,5"
China,1990,Total,Female,51,Census - de facto - complete tabulation,"Final figure, complete",1993,4203598,"1,5"
China,1990,Total,Female,52,Census - de facto - complete tabulation,"Final figure, complete",1993,4313731,"1,5"
China,1990,Total,Female,53,Census - de facto - complete tabulation,"Final figure, complete",1993,4287208,1
China,1990,Total,Female,54,Census - de facto - complete tabulation,"Final figure, complete",1993,4331942,"1,5"
China,1990,Total,Female,55,Census - de facto - complete tabulation,"Final figure, complete",1993,4223904,"1,5"
China,1990,Total,Female,55 - 59,Census - de facto - complete tabulation,"Final figure, complete",1993,19869398,"1,5"
China,1990,Total,Female,56,Census - de facto - complete tabulation,"Final figure, complete",1993,4184241,"1,5"
China,1990,Total,Female,57,Census - de facto - complete tabulation,"Final figure, complete",1993,4095420,"1,5"
China,1990,Total,Female,58,Census - de facto - complete tabulation,"Final figure, complete",1993,3740707,"1,5"
China,1990,Total,Female,59,Census - de facto - complete tabulation,"Final figure, complete",1993,3625126,"1,5"
China,1990,Total,Female,60,Census - de facto - complete tabulation,"Final figure, complete",1993,3711112,"1,5"
China,1990,Total,Female,60 - 64,Census - de facto - complete tabulation,"Final figure, complete",1993,16494306,"1,5"
China,1990,Total,Female,61,Census - de facto - complete tabulation,"Final figure, complete",1993,3381291,"1,5"
China,1990,Total,Female,62,Census - de facto - complete tabulation,"Final figure, complete",1993,3424758,"1,5"
China,1990,Total,Female,63,Census - de facto - complete tabulation,"Final figure, complete",1993,3033614,"1,5"
China,1990,Total,Female,64,Census - de facto - complete tabulation,"Final figure, complete",1993,2943531,"1,5"
China,1990,Total,Female,65,Census - de facto - complete tabulation,"Final figure, complete",1993,3110198,"1,5"
China,1990,Total,Female,65 - 69,Census - de facto - complete tabulation,"Final figure, complete",1993,13415035,"1,5"
China,1990,Total,Female,66,Census - de facto - complete tabulation,"Final figure, complete",1993,2883787,"1,5"
China,1990,Total,Female,67,Census - de facto - complete tabulation,"Final figure, complete",1993,2541118,"1,5"
China,1990,Total,Female,68,Census - de facto - complete tabulation,"Final figure, complete",1993,2500805,"1,5"
China,1990,Total,Female,69,Census - de facto - complete tabulation,"Final figure, complete",1993,2379127,"1,5"
China,1990,Total,Female,70,Census - de facto - complete tabulation,"Final figure, complete",1993,2343635,"1,5"
China,1990,Total,Female,70 - 74,Census - de facto - complete tabulation,"Final figure, complete",1993,9706376,"1,5"
China,1990,Total,Female,71,Census - de facto - complete tabulation,"Final figure, complete",1993,1990967,"1,5"
China,1990,Total,Female,72,Census - de facto - complete tabulation,"Final figure, complete",1993,1898892,"1,5"
China,1990,Total,Female,73,Census - de facto - complete tabulation,"Final figure, complete",1993,1794985,"1,5"
China,1990,Total,Female,74,Census - de facto - complete tabulation,"Final figure, complete",1993,1677897,"1,5"
China,1990,Total,Female,75,Census - de facto - complete tabulation,"Final figure, complete",1993,1527597,"1,5"
China,1990,Total,Female,75 - 79,Census - de facto - complete tabulation,"Final figure, complete",1993,6244820,"1,5"
China,1990,Total,Female,76,Census - de facto - complete tabulation,"Final figure, complete",1993,1473437,"1,5"
China,1990,Total,Female,77,Census - de facto - complete tabulation,"Final figure, complete",1993,1216296,"1,5"
China,1990,Total,Female,78,Census - de facto - complete tabulation,"Final figure, complete",1993,1072250,"1,5"
China,1990,Total,Female,79,Census - de facto - complete tabulation,"Final figure, complete",1993,955240,"1,5"
China,1990,Total,Female,80,Census - de facto - complete tabulation,"Final figure, complete",1993,908523,1
China,1990,Total,Female,80 - 84,Census - de facto - complete tabulation,"Final figure, complete",1993,3358736,"1,5"
China,1990,Total,Female,81,Census - de facto - complete tabulation,"Final figure, complete",1993,766961,"1,5"
China,1990,Total,Female,82,Census - de facto - complete tabulation,"Final figure, complete",1993,648619,"1,5"
China,1990,Total,Female,83,Census - de facto - complete tabulation,"Final figure, complete",1993,548545,"1,5"
China,1990,Total,Female,84,Census - de facto - complete tabulation,"Final figure, complete",1993,486088,"1,5"
China,1990,Total,Female,85,Census - de facto - complete tabulation,"Final figure, complete",1993,396366,"1,5"
China,1990,Total,Female,85 - 89,Census - de facto - complete tabulation,"Final figure, complete",1993,1301798,"1,5"
China,1990,Total,Female,86,Census - de facto - complete tabulation,"Final figure, complete",1993,317114,"1,5"
China,1990,Total,Female,87,Census - de facto - complete tabulation,"Final figure, complete",1993,248933,"1,5"
China,1990,Total,Female,88,Census - de facto - complete tabulation,"Final figure, complete",1993,193412,"1,5"
China,1990,Total,Female,89,Census - de facto - complete tabulation,"Final figure, complete",1993,145973,"1,5"
China,1990,Total,Female,90,Census - de facto - complete tabulation,"Final figure, complete",1993,99571,"1,5"
China,1990,Total,Female,90 - 94,Census - de facto - complete tabulation,"Final figure, complete",1993,257082,"1,5"
China,1990,Total,Female,91,Census - de facto - complete tabulation,"Final figure, complete",1993,59084,"1,5"
China,1990,Total,Female,92,Census - de facto - complete tabulation,"Final figure, complete",1993,45094,"1,5"
China,1990,Total,Female,93,Census - de facto - complete tabulation,"Final figure, complete",1993,31331,"1,5"
China,1990,Total,Female,94,Census - de facto - complete tabulation,"Final figure, complete",1993,22002,"1,5"
China,1990,Total,Female,95,Census - de facto - complete tabulation,"Final figure, complete",1993,16010,"1,5"
China,1990,Total,Female,95 - 99,Census - de facto - complete tabulation,"Final figure, complete",1993,43302,"1,5"
China,1990,Total,Female,96,Census - de facto - complete tabulation,"Final figure, complete",1993,10722,"1,5"
China,1990,Total,Female,97,Census - de facto - complete tabulation,"Final figure, complete",1993,7283,"1,5"
China,1990,Total,Female,98,Census - de facto - complete tabulation,"Final figure, complete",1993,5519,"1,5"
China,1990,Total,Female,99,Census - de facto - complete tabulation,"Final figure, complete",1993,3768,"1,5"
China,1990,Total,Female,100 +,Census - de facto - complete tabulation,"Final figure, complete",1993,5126,"1,5"
China,1990,Total,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1993,0,"1,5"
China,1990,Urban,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",1993,296145180,"1,5"
China,1990,Urban,Both Sexes,0,Census - de facto - complete tabulation,"Final figure, complete",1993,4615488,"1,5"
China,1990,Urban,Both Sexes,1,Census - de facto - complete tabulation,"Final figure, complete",1993,4835604,"1,5"
China,1990,Urban,Both Sexes,1 - 4,Census - de facto - complete tabulation,"Final figure, complete",1993,19250054,"1,5"
China,1990,Urban,Both Sexes,2,Census - de facto - complete tabulation,"Final figure, complete",1993,5004776,"1,5"
China,1990,Urban,Both Sexes,3,Census - de facto - complete tabulation,"Final figure, complete",1993,4992400,"1,5"
China,1990,Urban,Both Sexes,4,Census - de facto - complete tabulation,"Final figure, complete",1993,4417274,"1,5"
China,1990,Urban,Both Sexes,5,Census - de facto - complete tabulation,"Final figure, complete",1993,4069174,"1,5"
China,1990,Urban,Both Sexes,5 - 9,Census - de facto - complete tabulation,"Final figure, complete",1993,21503238,"1,5"
China,1990,Urban,Both Sexes,6,Census - de facto - complete tabulation,"Final figure, complete",1993,4109420,"1,5"
China,1990,Urban,Both Sexes,7,Census - de facto - complete tabulation,"Final figure, complete",1993,4640214,"1,5"
China,1990,Urban,Both Sexes,8,Census - de facto - complete tabulation,"Final figure, complete",1993,4947039,"1,5"
China,1990,Urban,Both Sexes,9,Census - de facto - complete tabulation,"Final figure, complete",1993,3737391,"1,5"
China,1990,Urban,Both Sexes,10,Census - de facto - complete tabulation,"Final figure, complete",1993,4080341,"1,5"
China,1990,Urban,Both Sexes,10 - 14,Census - de facto - complete tabulation,"Final figure, complete",1993,20748791,"1,5"
China,1990,Urban,Both Sexes,11,Census - de facto - complete tabulation,"Final figure, complete",1993,4176422,"1,5"
China,1990,Urban,Both Sexes,12,Census - de facto - complete tabulation,"Final figure, complete",1993,4093380,"1,5"
China,1990,Urban,Both Sexes,13,Census - de facto - complete tabulation,"Final figure, complete",1993,4088404,"1,5"
China,1990,Urban,Both Sexes,14,Census - de facto - complete tabulation,"Final figure, complete",1993,4310244,"1,5"
China,1990,Urban,Both Sexes,15,Census - de facto - complete tabulation,"Final figure, complete",1993,4549701,1
China,1990,Urban,Both Sexes,15 - 19,Census - de facto - complete tabulation,"Final figure, complete",1993,28856986,"1,5"
China,1990,Urban,Both Sexes,16,Census - de facto - complete tabulation,"Final figure, complete",1993,5092479,"1,5"
China,1990,Urban,Both Sexes,17,Census - de facto - complete tabulation,"Final figure, complete",1993,5935781,"1,5"
China,1990,Urban,Both Sexes,18,Census - de facto - complete tabulation,"Final figure, complete",1993,6338805,"1,5"
China,1990,Urban,Both Sexes,19,Census - de facto - complete tabulation,"Final figure, complete",1993,6940220,"1,5"
China,1990,Urban,Both Sexes,20,Census - de facto - complete tabulation,"Final figure, complete",1993,7095796,1
China,1990,Urban,Both Sexes,20 - 24,Census - de facto - complete tabulation,"Final figure, complete",1993,33626175,"1,5"
China,1990,Urban,Both Sexes,21,Census - de facto - complete tabulation,"Final figure, complete",1993,7450681,"1,5"
China,1990,Urban,Both Sexes,22,Census - de facto - complete tabulation,"Final figure, complete",1993,6551675,"1,5"
China,1990,Urban,Both Sexes,23,Census - de facto - complete tabulation,"Final figure, complete",1993,5805833,"1,5"
China,1990,Urban,Both Sexes,24,Census - de facto - complete tabulation,"Final figure, complete",1993,6722190,"1,5"
China,1990,Urban,Both Sexes,25,Census - de facto - complete tabulation,"Final figure, complete",1993,7065582,"1,5"
China,1990,Urban,Both Sexes,25 - 29,Census - de facto - complete tabulation,"Final figure, complete",1993,32424436,"1,5"
China,1990,Urban,Both Sexes,26,Census - de facto - complete tabulation,"Final figure, complete",1993,7941688,"1,5"
China,1990,Urban,Both Sexes,27,Census - de facto - complete tabulation,"Final figure, complete",1993,8446846,"1,5"
China,1990,Urban,Both Sexes,28,Census - de facto - complete tabulation,"Final figure, complete",1993,4811856,"1,5"
China,1990,Urban,Both Sexes,29,Census - de facto - complete tabulation,"Final figure, complete",1993,4158464,"1,5"
China,1990,Urban,Both Sexes,30,Census - de facto - complete tabulation,"Final figure, complete",1993,5091356,"1,5"
China,1990,Urban,Both Sexes,30 - 34,Census - de facto - complete tabulation,"Final figure, complete",1993,27392426,"1,5"
China,1990,Urban,Both Sexes,31,Census - de facto - complete tabulation,"Final figure, complete",1993,4865994,"1,5"
China,1990,Urban,Both Sexes,32,Census - de facto - complete tabulation,"Final figure, complete",1993,6200675,"1,5"
China,1990,Urban,Both Sexes,33,Census - de facto - complete tabulation,"Final figure, complete",1993,5737072,"1,5"
China,1990,Urban,Both Sexes,34,Census - de facto - complete tabulation,"Final figure, complete",1993,5497329,"1,5"
China,1990,Urban,Both Sexes,35,Census - de facto - complete tabulation,"Final figure, complete",1993,5863782,"1,5"
China,1990,Urban,Both Sexes,35 - 39,Census - de facto - complete tabulation,"Final figure, complete",1993,25515820,"1,5"
China,1990,Urban,Both Sexes,36,Census - de facto - complete tabulation,"Final figure, complete",1993,5526851,"1,5"
China,1990,Urban,Both Sexes,37,Census - de facto - complete tabulation,"Final figure, complete",1993,5022574,"1,5"
China,1990,Urban,Both Sexes,38,Census - de facto - complete tabulation,"Final figure, complete",1993,4835083,"1,5"
China,1990,Urban,Both Sexes,39,Census - de facto - complete tabulation,"Final figure, complete",1993,4267530,"1,5"
China,1990,Urban,Both Sexes,40,Census - de facto - complete tabulation,"Final figure, complete",1993,4474523,"1,5"
China,1990,Urban,Both Sexes,40 - 44,Census - de facto - complete tabulation,"Final figure, complete",1993,18231757,"1,5"
China,1990,Urban,Both Sexes,41,Census - de facto - complete tabulation,"Final figure, complete",1993,3697571,"1,5"
China,1990,Urban,Both Sexes,42,Census - de facto - complete tabulation,"Final figure, complete",1993,3502848,"1,5"
China,1990,Urban,Both Sexes,43,Census - de facto - complete tabulation,"Final figure, complete",1993,3424849,"1,5"
China,1990,Urban,Both Sexes,44,Census - de facto - complete tabulation,"Final figure, complete",1993,3131966,"1,5"
China,1990,Urban,Both Sexes,45,Census - de facto - complete tabulation,"Final figure, complete",1993,2940246,"1,5"
China,1990,Urban,Both Sexes,45 - 49,Census - de facto - complete tabulation,"Final figure, complete",1993,14097567,"1,5"
China,1990,Urban,Both Sexes,46,Census - de facto - complete tabulation,"Final figure, complete",1993,2773700,"1,5"
China,1990,Urban,Both Sexes,47,Census - de facto - complete tabulation,"Final figure, complete",1993,2733052,"1,5"
China,1990,Urban,Both Sexes,48,Census - de facto - complete tabulation,"Final figure, complete",1993,2806805,"1,5"
China,1990,Urban,Both Sexes,49,Census - de facto - complete tabulation,"Final figure, complete",1993,2843764,"1,5"
China,1990,Urban,Both Sexes,50,Census - de facto - complete tabulation,"Final figure, complete",1993,2795808,"1,5"
China,1990,Urban,Both Sexes,50 - 54,Census - de facto - complete tabulation,"Final figure, complete",1993,13730554,"1,5"
China,1990,Urban,Both Sexes,51,Census - de facto - complete tabulation,"Final figure, complete",1993,2713923,"1,5"
China,1990,Urban,Both Sexes,52,Census - de facto - complete tabulation,"Final figure, complete",1993,2782215,"1,5"
China,1990,Urban,Both Sexes,53,Census - de facto - complete tabulation,"Final figure, complete",1993,2726508,1
China,1990,Urban,Both Sexes,54,Census - de facto - complete tabulation,"Final figure, complete",1993,2712100,"1,5"
China,1990,Urban,Both Sexes,55,Census - de facto - complete tabulation,"Final figure, complete",1993,2611911,"1,5"
China,1990,Urban,Both Sexes,55 - 59,Census - de facto - complete tabulation,"Final figure, complete",1993,12019860,"1,5"
China,1990,Urban,Both Sexes,56,Census - de facto - complete tabulation,"Final figure, complete",1993,2574539,"1,5"
China,1990,Urban,Both Sexes,57,Census - de facto - complete tabulation,"Final figure, complete",1993,2475665,"1,5"
China,1990,Urban,Both Sexes,58,Census - de facto - complete tabulation,"Final figure, complete",1993,2218369,"1,5"
China,1990,Urban,Both Sexes,59,Census - de facto - complete tabulation,"Final figure, complete",1993,2139376,"1,5"
China,1990,Urban,Both Sexes,60,Census - de facto - complete tabulation,"Final figure, complete",1993,2131162,"1,5"
China,1990,Urban,Both Sexes,60 - 64,Census - de facto - complete tabulation,"Final figure, complete",1993,9016687,"1,5"
China,1990,Urban,Both Sexes,61,Census - de facto - complete tabulation,"Final figure, complete",1993,1875379,"1,5"
China,1990,Urban,Both Sexes,62,Census - de facto - complete tabulation,"Final figure, complete",1993,1856509,"1,5"
China,1990,Urban,Both Sexes,63,Census - de facto - complete tabulation,"Final figure, complete",1993,1617976,"1,5"
China,1990,Urban,Both Sexes,64,Census - de facto - complete tabulation,"Final figure, complete",1993,1535661,"1,5"
China,1990,Urban,Both Sexes,65,Census - de facto - complete tabulation,"Final figure, complete",1993,1501522,"1,5"
China,1990,Urban,Both Sexes,65 - 69,Census - de facto - complete tabulation,"Final figure, complete",1993,6398023,"1,5"
China,1990,Urban,Both Sexes,66,Census - de facto - complete tabulation,"Final figure, complete",1993,1383968,"1,5"
China,1990,Urban,Both Sexes,67,Census - de facto - complete tabulation,"Final figure, complete",1993,1214095,"1,5"
China,1990,Urban,Both Sexes,68,Census - de facto - complete tabulation,"Final figure, complete",1993,1195273,"1,5"
China,1990,Urban,Both Sexes,69,Census - de facto - complete tabulation,"Final figure, complete",1993,1103165,"1,5"
China,1990,Urban,Both Sexes,70,Census - de facto - complete tabulation,"Final figure, complete",1993,1025562,"1,5"
China,1990,Urban,Both Sexes,70 - 74,Census - de facto - complete tabulation,"Final figure, complete",1993,4193313,"1,5"
China,1990,Urban,Both Sexes,71,Census - de facto - complete tabulation,"Final figure, complete",1993,877877,"1,5"
China,1990,Urban,Both Sexes,72,Census - de facto - complete tabulation,"Final figure, complete",1993,826043,"1,5"
China,1990,Urban,Both Sexes,73,Census - de facto - complete tabulation,"Final figure, complete",1993,764466,"1,5"
China,1990,Urban,Both Sexes,74,Census - de facto - complete tabulation,"Final figure, complete",1993,699365,"1,5"
China,1990,Urban,Both Sexes,75,Census - de facto - complete tabulation,"Final figure, complete",1993,633174,"1,5"
China,1990,Urban,Both Sexes,75 - 79,Census - de facto - complete tabulation,"Final figure, complete",1993,2599269,"1,5"
China,1990,Urban,Both Sexes,76,Census - de facto - complete tabulation,"Final figure, complete",1993,618998,"1,5"
China,1990,Urban,Both Sexes,77,Census - de facto - complete tabulation,"Final figure, complete",1993,508534,"1,5"
China,1990,Urban,Both Sexes,78,Census - de facto - complete tabulation,"Final figure, complete",1993,443801,"1,5"
China,1990,Urban,Both Sexes,79,Census - de facto - complete tabulation,"Final figure, complete",1993,394762,"1,5"
China,1990,Urban,Both Sexes,80,Census - de facto - complete tabulation,"Final figure, complete",1993,355968,1
China,1990,Urban,Both Sexes,80 - 84,Census - de facto - complete tabulation,"Final figure, complete",1993,1300849,"1,5"
China,1990,Urban,Both Sexes,81,Census - de facto - complete tabulation,"Final figure, complete",1993,298004,"1,5"
China,1990,Urban,Both Sexes,82,Census - de facto - complete tabulation,"Final figure, complete",1993,250460,"1,5"
China,1990,Urban,Both Sexes,83,Census - de facto - complete tabulation,"Final figure, complete",1993,210546,"1,5"
China,1990,Urban,Both Sexes,84,Census - de facto - complete tabulation,"Final figure, complete",1993,185871,"1,5"
China,1990,Urban,Both Sexes,85,Census - de facto - complete tabulation,"Final figure, complete",1993,151204,"1,5"
China,1990,Urban,Both Sexes,85 - 89,Census - de facto - complete tabulation,"Final figure, complete",1993,502886,"1,5"
China,1990,Urban,Both Sexes,86,Census - de facto - complete tabulation,"Final figure, complete",1993,121085,"1,5"
China,1990,Urban,Both Sexes,87,Census - de facto - complete tabulation,"Final figure, complete",1993,95935,"1,5"
China,1990,Urban,Both Sexes,88,Census - de facto - complete tabulation,"Final figure, complete",1993,76482,"1,5"
China,1990,Urban,Both Sexes,89,Census - de facto - complete tabulation,"Final figure, complete",1993,58180,"1,5"
China,1990,Urban,Both Sexes,90,Census - de facto - complete tabulation,"Final figure, complete",1993,38840,"1,5"
China,1990,Urban,Both Sexes,90 - 94,Census - de facto - complete tabulation,"Final figure, complete",1993,102506,"1,5"
China,1990,Urban,Both Sexes,91,Census - de facto - complete tabulation,"Final figure, complete",1993,24257,"1,5"
China,1990,Urban,Both Sexes,92,Census - de facto - complete tabulation,"Final figure, complete",1993,18150,"1,5"
China,1990,Urban,Both Sexes,93,Census - de facto - complete tabulation,"Final figure, complete",1993,12551,"1,5"
China,1990,Urban,Both Sexes,94,Census - de facto - complete tabulation,"Final figure, complete",1993,8708,"1,5"
China,1990,Urban,Both Sexes,95,Census - de facto - complete tabulation,"Final figure, complete",1993,6174,"1,5"
China,1990,Urban,Both Sexes,95 - 99,Census - de facto - complete tabulation,"Final figure, complete",1993,16752,"1,5"
China,1990,Urban,Both Sexes,96,Census - de facto - complete tabulation,"Final figure, complete",1993,4232,"1,5"
China,1990,Urban,Both Sexes,97,Census - de facto - complete tabulation,"Final figure, complete",1993,2809,"1,5"
China,1990,Urban,Both Sexes,98,Census - de facto - complete tabulation,"Final figure, complete",1993,2083,"1,5"
China,1990,Urban,Both Sexes,99,Census - de facto - complete tabulation,"Final figure, complete",1993,1454,"1,5"
China,1990,Urban,Both Sexes,100 +,Census - de facto - complete tabulation,"Final figure, complete",1993,1743,"1,5"
China,1990,Urban,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1993,0,"1,5"
China,1990,Urban,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",1993,154178452,"1,5"
China,1990,Urban,Male,0,Census - de facto - complete tabulation,"Final figure, complete",1993,2416263,"1,5"
China,1990,Urban,Male,1,Census - de facto - complete tabulation,"Final figure, complete",1993,2531767,"1,5"
China,1990,Urban,Male,1 - 4,Census - de facto - complete tabulation,"Final figure, complete",1993,10029485,"1,5"
China,1990,Urban,Male,2,Census - de facto - complete tabulation,"Final figure, complete",1993,2609106,"1,5"
China,1990,Urban,Male,3,Census - de facto - complete tabulation,"Final figure, complete",1993,2594286,"1,5"
China,1990,Urban,Male,4,Census - de facto - complete tabulation,"Final figure, complete",1993,2294326,"1,5"
China,1990,Urban,Male,5,Census - de facto - complete tabulation,"Final figure, complete",1993,2113696,"1,5"
China,1990,Urban,Male,5 - 9,Census - de facto - complete tabulation,"Final figure, complete",1993,11165448,"1,5"
China,1990,Urban,Male,6,Census - de facto - complete tabulation,"Final figure, complete",1993,2133474,"1,5"
China,1990,Urban,Male,7,Census - de facto - complete tabulation,"Final figure, complete",1993,2407954,"1,5"
China,1990,Urban,Male,8,Census - de facto - complete tabulation,"Final figure, complete",1993,2568323,"1,5"
China,1990,Urban,Male,9,Census - de facto - complete tabulation,"Final figure, complete",1993,1942001,"1,5"
China,1990,Urban,Male,10,Census - de facto - complete tabulation,"Final figure, complete",1993,2123891,"1,5"
China,1990,Urban,Male,10 - 14,Census - de facto - complete tabulation,"Final figure, complete",1993,10754668,"1,5"
China,1990,Urban,Male,11,Census - de facto - complete tabulation,"Final figure, complete",1993,2168083,"1,5"
China,1990,Urban,Male,12,Census - de facto - complete tabulation,"Final figure, complete",1993,2119830,"1,5"
China,1990,Urban,Male,13,Census - de facto - complete tabulation,"Final figure, complete",1993,2116969,"1,5"
China,1990,Urban,Male,14,Census - de facto - complete tabulation,"Final figure, complete",1993,2225895,"1,5"
China,1990,Urban,Male,15,Census - de facto - complete tabulation,"Final figure, complete",1993,2336389,1
China,1990,Urban,Male,15 - 19,Census - de facto - complete tabulation,"Final figure, complete",1993,14856474,"1,5"
China,1990,Urban,Male,16,Census - de facto - complete tabulation,"Final figure, complete",1993,2593596,"1,5"
China,1990,Urban,Male,17,Census - de facto - complete tabulation,"Final figure, complete",1993,3032742,"1,5"
China,1990,Urban,Male,18,Census - de facto - complete tabulation,"Final figure, complete",1993,3274675,"1,5"
China,1990,Urban,Male,19,Census - de facto - complete tabulation,"Final figure, complete",1993,3619072,"1,5"
China,1990,Urban,Male,20,Census - de facto - complete tabulation,"Final figure, complete",1993,3716920,1
China,1990,Urban,Male,20 - 24,Census - de facto - complete tabulation,"Final figure, complete",1993,17649311,"1,5"
China,1990,Urban,Male,21,Census - de facto - complete tabulation,"Final figure, complete",1993,3900762,"1,5"
China,1990,Urban,Male,22,Census - de facto - complete tabulation,"Final figure, complete",1993,3449436,"1,5"
China,1990,Urban,Male,23,Census - de facto - complete tabulation,"Final figure, complete",1993,3053238,"1,5"
China,1990,Urban,Male,24,Census - de facto - complete tabulation,"Final figure, complete",1993,3528955,"1,5"
China,1990,Urban,Male,25,Census - de facto - complete tabulation,"Final figure, complete",1993,3724778,"1,5"
China,1990,Urban,Male,25 - 29,Census - de facto - complete tabulation,"Final figure, complete",1993,17024714,"1,5"
China,1990,Urban,Male,26,Census - de facto - complete tabulation,"Final figure, complete",1993,4163394,"1,5"
China,1990,Urban,Male,27,Census - de facto - complete tabulation,"Final figure, complete",1993,4445716,"1,5"
China,1990,Urban,Male,28,Census - de facto - complete tabulation,"Final figure, complete",1993,2528080,"1,5"
China,1990,Urban,Male,29,Census - de facto - complete tabulation,"Final figure, complete",1993,2162746,"1,5"
