Year,Urban_population,Total_population,live_in_urban_percentage
1982,108020720.0,515277505.0,0.20963600962941317
1987,200573800.0,544146900.0,0.3686023020621821
1990,154178452.0,581820407.0,0.2649932009002221
2000,235264707.0,640275969.0,0.36744266283715543
2010,343040783.0,682329104.0,0.5027497449383311
2020,456821352.0,721416394.0,0.6332284042882452
