Year,Urban_population,Total_population,live_in_urban_percentage
1982,98288424.0,488636422.0,0.2011483785791146
1987,193315300.0,523783800.0,0.36907460673659626
1990,141966728.0,548690231.0,0.258737480602238
2000,223506276.0,602336257.0,0.3710656189172421
2010,326964763.0,650481765.0,0.5026501596090092
2020,443169810.0,688362330.0,0.6438031116548751
