Year,Urban_population,Total_population,live_in_urban_percentage
1982,206309144.0,1003913927.0,0.20550481316313088
1987,393889100.0,1067930800.0,0.36883391695416967
1990,296145180.0,1130510638.0,0.2619570042471374
2000,458770983.0,1242612226.0,0.36919883242803375
2010,670005546.0,1332810869.0,0.5027011420627903
2020,899991162.0,1409778724.0,0.638391789206772
