Age,1982,1987,1990,2000,2010,2020
73,2747288.0,3365500.0,3301436.0,4606896.0,6343869.0,9046226.0
74,2361488.0,2790000.0,3035068.0,4062359.0,6080173.0,8162158.0
75,2114856.0,2470100.0,2736912.0,4057266.0,5632477.0,7179399.0
76,1993144.0,2252300.0,2614032.0,3575411.0,5175500.0,6818961.0
77,1688121.0,2020100.0,2123063.0,3025726.0,5082383.0,6019552.0
78,1512955.0,1860800.0,1846321.0,2838736.0,4254858.0,5672036.0
79,1307967.0,1551500.0,1613596.0,2431191.0,3706915.0,5548901.0
80,1114354.0,1366000.0,1494781.0,2310212.0,3737259.0,4919088.0
81,918361.0,1155100.0,1236185.0,1740870.0,2816693.0,4139582.0
82,694784.0,970400.0,1029258.0,1546079.0,2757918.0,4242478.0
83,525285.0,814000.0,852655.0,1304628.0,2237138.0,3711083.0
84,451821.0,691300.0,739811.0,1087369.0,1824190.0,3370647.0
85,,,593736.0,898283.0,1648160.0,2909233.0
85 +,1345486.0,1930900.0,,,,
86,,,467819.0,772037.0,1344215.0,2518664.0
87,,,362274.0,583159.0,1065276.0,2285081.0
88,,,277790.0,441245.0,858879.0,1724439.0
89,,,205925.0,335974.0,715398.0,1389113.0
90,,,139173.0,285875.0,553805.0,1216116.0
91,,,80713.0,181689.0,371079.0,843235.0
92,,,60818.0,140092.0,287676.0,712963.0
93,,,41841.0,100237.0,209291.0,511539.0
94,,,29057.0,75701.0,156456.0,368896.0
95,,,21397.0,58097.0,117522.0,289772.0
96,,,14184.0,42063.0,90889.0,206218.0
97,,,9641.0,31168.0,68648.0,143736.0
98,,,7525.0,23294.0,54689.0,100616.0
99,,,5104.0,15134.0,38231.0,79470.0
100 +,,,6681.0,17877.0,35934.0,118866.0
