Year,1,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,Women in Age Range Population Sum,Ratio
2013,1042000.0,602000.0,598000.0,607000.0,621000.0,636000.0,652000.0,665000.0,695000.0,717000.0,726000.0,730000.0,738000.0,772000.0,791000.0,826000.0,846000.0,887000.0,929000.0,979000.0,999000.0,978000.0,955000.0,929000.0,918000.0,899000.0,895000.0,703000.0,869000.0,811000.0,794000.0,769000.0,24536000.0,0.042468209977176395
2014,1041000.0,596000.0,605000.0,599000.0,606000.0,620000.0,635000.0,651000.0,664000.0,694000.0,716000.0,725000.0,730000.0,738000.0,771000.0,790000.0,825000.0,846000.0,887000.0,928000.0,979000.0,998000.0,977000.0,955000.0,928000.0,917000.0,898000.0,894000.0,702000.0,867000.0,810000.0,793000.0,24344000.0,0.04276207689779823
2015,970336.0,586960.0,575793.0,584220.0,583763.0,596497.0,611419.0,631629.0,651192.0,663158.0,692947.0,716873.0,727730.0,730603.0,737978.0,770654.0,790480.0,822348.0,843804.0,884669.0,924082.0,974075.0,994671.0,974693.0,950679.0,922380.0,909657.0,890291.0,888578.0,697021.0,859623.0,805459.0,23993926.0,0.040440901584842766
2016,960000.0,604000.0,602000.0,591000.0,597000.0,595000.0,607000.0,621000.0,641000.0,660000.0,672000.0,701000.0,725000.0,736000.0,738000.0,745000.0,778000.0,798000.0,830000.0,851000.0,892000.0,932000.0,982000.0,1003000.0,983000.0,958000.0,930000.0,917000.0,897000.0,895000.0,702000.0,865000.0,24048000.0,0.03992015968063872
2017,1000000.0,600000.0,611000.0,609000.0,596000.0,599000.0,597000.0,608000.0,623000.0,642000.0,661000.0,672000.0,702000.0,726000.0,736000.0,738000.0,745000.0,778000.0,797000.0,829000.0,851000.0,892000.0,932000.0,982000.0,1002000.0,982000.0,958000.0,929000.0,916000.0,896000.0,893000.0,701000.0,23803000.0,0.042011511154056214
2018,961000.0,613000.0,607000.0,618000.0,612000.0,598000.0,601000.0,598000.0,609000.0,623000.0,643000.0,661000.0,672000.0,702000.0,726000.0,736000.0,738000.0,745000.0,777000.0,797000.0,829000.0,851000.0,891000.0,931000.0,981000.0,1002000.0,981000.0,957000.0,928000.0,915000.0,895000.0,892000.0,23729000.0,0.04049896750811244
2019,941000.0,622000.0,620000.0,614000.0,623000.0,614000.0,599000.0,602000.0,598000.0,611000.0,625000.0,643000.0,662000.0,673000.0,702000.0,726000.0,736000.0,738000.0,745000.0,778000.0,798000.0,829000.0,851000.0,892000.0,931000.0,981000.0,1002000.0,980000.0,956000.0,927000.0,914000.0,894000.0,23486000.0,0.04006642254960402
2020,866525.0,578734.0,586497.0,586024.0,584255.0,594097.0,594502.0,584368.0,592946.0,591964.0,606266.0,618786.0,638083.0,657183.0,667245.0,695106.0,719706.0,730322.0,732178.0,737400.0,770853.0,789164.0,820244.0,840905.0,880465.0,917469.0,968651.0,989261.0,969591.0,942331.0,914413.0,901504.0,22800513.0,0.03800462735202493
2021,836000.0,607000.0,610000.0,622000.0,623000.0,622000.0,629000.0,625000.0,610000.0,616000.0,613000.0,626000.0,637000.0,655000.0,674000.0,682000.0,710000.0,735000.0,745000.0,746000.0,751000.0,785000.0,803000.0,834000.0,855000.0,895000.0,933000.0,985000.0,1006000.0,986000.0,959000.0,930000.0,23109000.0,0.03617638149638669
2022,828000.0,605000.0,614000.0,617000.0,628000.0,626000.0,624000.0,630000.0,626000.0,611000.0,616000.0,613000.0,625000.0,637000.0,655000.0,673000.0,682000.0,710000.0,734000.0,745000.0,746000.0,751000.0,784000.0,803000.0,834000.0,855000.0,895000.0,932000.0,984000.0,1005000.0,984000.0,957000.0,22801000.0,0.03631419674575676
2023,797000.0,595000.0,616000.0,622000.0,622000.0,631000.0,629000.0,626000.0,632000.0,627000.0,612000.0,617000.0,614000.0,626000.0,637000.0,655000.0,673000.0,682000.0,710000.0,734000.0,744000.0,746000.0,751000.0,784000.0,802000.0,833000.0,854000.0,894000.0,931000.0,983000.0,1003000.0,983000.0,22468000.0,0.035472672244970624
2024,757000.0,584000.0,610000.0,627000.0,631000.0,629000.0,636000.0,633000.0,630000.0,635000.0,630000.0,614000.0,619000.0,616000.0,628000.0,639000.0,656000.0,674000.0,683000.0,710000.0,734000.0,745000.0,746000.0,751000.0,784000.0,803000.0,833000.0,854000.0,893000.0,930000.0,982000.0,1002000.0,22141000.0,0.034189964319588095
